contig	genus
NODE_10336_length_241_cov_1.225806	Litunavirus
NODE_10338_length_241_cov_1.193548	Tlsvirus
NODE_10340_length_241_cov_1.139785	Bantamvirus
NODE_10342_length_241_cov_1.075269	Titanvirus
NODE_10343_length_241_cov_1.059140	Novosibovirus
NODE_10344_length_241_cov_1.048387	Omegavirus
NODE_10345_length_241_cov_0.983871	Copernicusvirus
NODE_10346_length_241_cov_0.962366	Phietavirus
NODE_10347_length_241_cov_0.956989	Whiteheadvirus
NODE_10348_length_241_cov_0.903226	Cornellvirus
NODE_10349_length_241_cov_0.892473	Getseptimavirus
NODE_10350_length_241_cov_0.865591	Pakpunavirus
NODE_10351_length_241_cov_0.860215	Rudivirus
NODE_10352_length_241_cov_0.844086	Turbidovirus
NODE_10353_length_241_cov_0.833333	Halcyonevirus
NODE_10354_length_241_cov_0.725806	Likavirus
NODE_10357_length_241_cov_0.725806	Jimmervirus
NODE_10358_length_241_cov_0.720430	Mudcatvirus
NODE_10359_length_241_cov_0.715054	Tinduovirus
NODE_10360_length_241_cov_0.704301	Fromanvirus
NODE_10362_length_240_cov_3.935135	Tequatrovirus
NODE_10363_length_240_cov_1.994595	Phietavirus
NODE_10364_length_240_cov_1.983784	Teetrevirus
NODE_10366_length_240_cov_1.459459	Brunovirus
NODE_10367_length_240_cov_1.459459	Berlinvirus
NODE_10368_length_240_cov_1.448649	Acadevirus
NODE_10369_length_240_cov_1.372973	Dongdastvirus
NODE_10371_length_240_cov_1.264865	Seuratvirus
NODE_10372_length_240_cov_1.254054	Nymphadoravirus
NODE_10373_length_240_cov_1.216216	Mudcatvirus
NODE_10374_length_240_cov_1.210811	Minipunavirus
NODE_10375_length_240_cov_1.205405	Lederbergvirus
NODE_10376_length_240_cov_1.183784	Gordtnkvirus
NODE_10377_length_240_cov_1.178378	Soupsvirus
NODE_10378_length_240_cov_1.172973	Abidjanvirus
NODE_10379_length_240_cov_1.118919	Nezavisimistyvirus
NODE_10380_length_240_cov_1.108108	Omegavirus
NODE_10381_length_240_cov_1.108108	Sheenvirus
NODE_10382_length_240_cov_0.989189	Litunavirus
NODE_10383_length_240_cov_0.972973	Kostyavirus
NODE_10384_length_240_cov_0.967568	Waukeshavirus
NODE_10385_length_240_cov_0.962162	Mooglevirus
NODE_10387_length_240_cov_0.945946	Samistivirus
NODE_10388_length_240_cov_0.864865	Drulisvirus
NODE_10389_length_240_cov_0.778378	Faithunavirus
NODE_10391_length_240_cov_0.729730	Leonardvirus
NODE_10392_length_240_cov_0.729730	Pbunavirus
NODE_10394_length_240_cov_0.675676	Pbunavirus
NODE_10395_length_240_cov_0.659459	Nonagvirus
NODE_10396_length_240_cov_0.610811	Turbidovirus
NODE_10397_length_239_cov_8.402174	Tequatrovirus
NODE_10398_length_239_cov_8.347826	Tequatrovirus
NODE_10399_length_239_cov_4.054348	Sokavirus
NODE_10400_length_239_cov_2.923913	Seoulvirus
NODE_10402_length_239_cov_2.413043	Pseudotevenvirus
NODE_10403_length_239_cov_1.467391	Nymphadoravirus
NODE_10404_length_239_cov_1.467391	Oneupvirus
NODE_10405_length_239_cov_1.461957	Titanvirus
NODE_10406_length_239_cov_1.451087	Citrovirus
NODE_10407_length_239_cov_1.407609	Suspvirus
NODE_10408_length_239_cov_1.402174	Nankokuvirus
NODE_10409_length_239_cov_1.375000	Punavirus
NODE_10410_length_239_cov_1.364130	Efquatrovirus
NODE_10411_length_239_cov_1.271739	Fernvirus
NODE_10413_length_239_cov_1.222826	Orchidvirus
NODE_10414_length_239_cov_1.217391	Pagevirus
NODE_10415_length_239_cov_1.114130	Cheoctovirus
NODE_10416_length_239_cov_1.092391	Oslovirus
NODE_10418_length_239_cov_1.065217	Obolenskvirus
NODE_10419_length_239_cov_1.000000	Cheoctovirus
NODE_10420_length_239_cov_0.978261	Novosibovirus
NODE_10421_length_239_cov_0.978261	Jimmervirus
NODE_10422_length_239_cov_0.978261	Teseptimavirus
NODE_10425_length_239_cov_0.875000	Lederbergvirus
NODE_10426_length_239_cov_0.836957	Tinduovirus
NODE_10427_length_239_cov_0.820652	Faithunavirus
NODE_10428_length_239_cov_0.793478	Coopervirus
NODE_10429_length_239_cov_0.760870	Webervirus
NODE_10430_length_239_cov_0.733696	Seuratvirus
NODE_10431_length_239_cov_0.733696	Halcyonevirus
NODE_10432_length_239_cov_0.722826	Tlsvirus
NODE_10433_length_239_cov_0.722826	Kostyavirus
NODE_10434_length_239_cov_0.722826	Abidjanvirus
NODE_10435_length_239_cov_0.717391	Rerduovirus
NODE_10436_length_239_cov_0.646739	Flaumdravirus
NODE_10437_length_238_cov_2.213115	Moonvirus
NODE_10438_length_238_cov_2.180328	Dhakavirus
NODE_10439_length_238_cov_2.169399	Siminovitchvirus
NODE_10440_length_238_cov_1.715847	Tequintavirus
NODE_10441_length_238_cov_1.704918	Vegasvirus
NODE_10443_length_238_cov_1.699454	Seoulvirus
NODE_10444_length_238_cov_1.693989	Wphvirus
NODE_10446_length_238_cov_1.224044	Bixzunavirus
NODE_10447_length_238_cov_1.131148	Lumosvirus
NODE_10448_length_238_cov_0.983607	Alphatristromavirus
NODE_10449_length_238_cov_0.983607	Jilinvirus
NODE_10450_length_238_cov_0.978142	Charlievirus
NODE_10451_length_238_cov_0.978142	Efquatrovirus
NODE_10452_length_238_cov_0.939891	Kostyavirus
NODE_10453_length_238_cov_0.825137	Phimunavirus
NODE_10454_length_238_cov_0.737705	Bowservirus
NODE_10455_length_238_cov_0.732240	Cheoctovirus
NODE_10456_length_238_cov_0.726776	Ravinvirus
NODE_10457_length_238_cov_0.721311	Woodruffvirus
NODE_10458_length_238_cov_0.715847	Fromanvirus
NODE_10459_length_238_cov_0.683060	Fromanvirus
NODE_10460_length_238_cov_0.568306	Jujuvirus
NODE_10461_length_237_cov_7.010989	Tequatrovirus
NODE_10463_length_237_cov_2.461538	Gaprivervirus
NODE_10464_length_237_cov_1.956044	Chiangmaivirus
NODE_10466_length_237_cov_1.719780	Luzseptimavirus
NODE_10467_length_237_cov_1.703297	Mooglevirus
NODE_10468_length_237_cov_1.483516	Demosthenesvirus
NODE_10469_length_237_cov_1.483516	Oslovirus
NODE_10470_length_237_cov_1.483516	Brunovirus
NODE_10471_length_237_cov_1.472527	Nezavisimistyvirus
NODE_10472_length_237_cov_1.384615	Wphvirus
NODE_10473_length_237_cov_1.373626	Pamexvirus
NODE_10474_length_237_cov_1.368132	Jerseyvirus
NODE_10475_length_237_cov_1.280220	Vicugna
NODE_10476_length_237_cov_1.236264	Oslovirus
NODE_10477_length_237_cov_1.236264	Kagunavirus
NODE_10478_length_237_cov_1.115385	Alphatristromavirus
NODE_10480_length_237_cov_0.989011	Rerduovirus
NODE_10481_length_237_cov_0.989011	Pamexvirus
NODE_10482_length_237_cov_0.989011	Nankokuvirus
NODE_10483_length_237_cov_0.983516	Gorjumvirus
NODE_10485_length_237_cov_0.978022	Yvonnevirus
NODE_10486_length_237_cov_0.972527	Samistivirus
NODE_10488_length_237_cov_0.934066	Harrisonvirus
NODE_10489_length_237_cov_0.884615	Colunavirus
NODE_10490_length_237_cov_0.862637	Cheoctovirus
NODE_10491_length_237_cov_0.835165	Berlinvirus
NODE_10492_length_237_cov_0.824176	Montyvirus
NODE_10493_length_237_cov_0.802198	Teetrevirus
NODE_10494_length_237_cov_0.736264	Orchidvirus
NODE_10495_length_237_cov_0.719780	Pahexavirus
NODE_10496_length_237_cov_0.675824	Kratiovirus
NODE_10497_length_237_cov_0.642857	Britbratvirus
NODE_10499_length_236_cov_12.558011	Tequatrovirus
NODE_10500_length_236_cov_7.154696	Tequatrovirus
NODE_10501_length_236_cov_2.961326	Chiangmaivirus
NODE_10502_length_236_cov_2.668508	Pseudotevenvirus
NODE_10503_length_236_cov_2.469613	Bequatrovirus
NODE_10504_length_236_cov_2.082873	Felixounavirus
NODE_10506_length_236_cov_1.734807	Dhakavirus
NODE_10507_length_236_cov_1.723757	Tsarbombavirus
NODE_10508_length_236_cov_1.696133	Kuttervirus
NODE_10510_length_236_cov_1.640884	Bixzunavirus
NODE_10511_length_236_cov_1.629834	Ceduovirus
NODE_10513_length_236_cov_1.480663	Pseudotevenvirus
NODE_10514_length_236_cov_1.441989	Samistivirus
NODE_10515_length_236_cov_1.425414	Kuttervirus
NODE_10516_length_236_cov_1.243094	Waukeshavirus
NODE_10517_length_236_cov_1.243094	Lauvirus
NODE_10518_length_236_cov_1.243094	Rockvillevirus
NODE_10520_length_236_cov_1.232044	Tinduovirus
NODE_10521_length_236_cov_1.226519	Bendigovirus
NODE_10523_length_236_cov_1.220994	Bendigovirus
NODE_10524_length_236_cov_1.220994	Acadevirus
NODE_10525_length_236_cov_1.198895	Derbicusvirus
NODE_10526_length_236_cov_1.149171	Baxtervirus
NODE_10528_length_236_cov_1.116022	Jerseyvirus
NODE_10529_length_236_cov_1.071823	Lilyvirus
NODE_10531_length_236_cov_1.044199	Alphatristromavirus
NODE_10532_length_236_cov_1.016575	Traversvirus
NODE_10534_length_236_cov_0.994475	Brunovirus
NODE_10536_length_236_cov_0.988950	Minipunavirus
NODE_10537_length_236_cov_0.988950	Mudcatvirus
NODE_10538_length_236_cov_0.983425	Faithunavirus
NODE_10539_length_236_cov_0.983425	Samistivirus
NODE_10541_length_236_cov_0.955801	Soupsvirus
NODE_10543_length_236_cov_0.889503	Drulisvirus
NODE_10544_length_236_cov_0.889503	Eganvirus
NODE_10545_length_236_cov_0.878453	Przondovirus
NODE_10546_length_236_cov_0.795580	Kratiovirus
NODE_10547_length_236_cov_0.790055	Claudivirus
NODE_10548_length_236_cov_0.751381	Pegunavirus
NODE_10549_length_236_cov_0.745856	Phimunavirus
NODE_10550_length_236_cov_0.745856	Montyvirus
NODE_10551_length_236_cov_0.745856	Dexdertvirus
NODE_10552_length_236_cov_0.740331	Iaduovirus
NODE_10553_length_236_cov_0.740331	Webervirus
NODE_10554_length_236_cov_0.685083	Dhillonvirus
NODE_10555_length_236_cov_0.674033	Nonagvirus
NODE_10556_length_236_cov_0.574586	Likavirus
NODE_10557_length_236_cov_0.574586	Fromanvirus
NODE_10558_length_236_cov_0.491713	Microwolfvirus
NODE_10559_length_235_cov_3.238889	Wphvirus
NODE_10562_length_235_cov_2.211111	Caeruleovirus
NODE_10563_length_235_cov_2.161111	Chiangmaivirus
NODE_10564_length_235_cov_2.094444	Usarudivirus
NODE_10565_length_235_cov_1.977778	Pakpunavirus
NODE_10566_length_235_cov_1.872222	Dhakavirus
NODE_10567_length_235_cov_1.683333	Jiaodavirus
NODE_10568_length_235_cov_1.644444	Derbicusvirus
NODE_10570_length_235_cov_1.494444	Incheonvirus
NODE_10571_length_235_cov_1.477778	Flaumdravirus
NODE_10572_length_235_cov_1.433333	Demosthenesvirus
NODE_10573_length_235_cov_1.250000	Orchidvirus
NODE_10574_length_235_cov_1.244444	Lederbergvirus
NODE_10576_length_235_cov_1.222222	Likavirus
NODE_10577_length_235_cov_1.111111	Przondovirus
NODE_10578_length_235_cov_1.066667	Betterkatzvirus
NODE_10579_length_235_cov_1.050000	Efquatrovirus
NODE_10581_length_235_cov_1.000000	Hedwigvirus
NODE_10585_length_235_cov_0.983333	Gorjumvirus
NODE_10587_length_235_cov_0.972222	Demosthenesvirus
NODE_10589_length_235_cov_0.938889	Vegasvirus
NODE_10590_length_235_cov_0.933333	Litunavirus
NODE_10591_length_235_cov_0.822222	Fromanvirus
NODE_10594_length_235_cov_0.750000	Dongdastvirus
NODE_10595_length_235_cov_0.744444	Jilinvirus
NODE_10597_length_235_cov_0.727778	Phleivirus
NODE_10598_length_235_cov_0.727778	Coopervirus
NODE_10599_length_235_cov_0.705556	Kayfunavirus
NODE_10600_length_235_cov_0.677778	Pegunavirus
NODE_10601_length_234_cov_19.033520	Tequatrovirus
NODE_10602_length_234_cov_2.759777	Mosigvirus
NODE_10603_length_234_cov_2.502793	Bixzunavirus
NODE_10604_length_234_cov_2.502793	Jiaodavirus
NODE_10605_length_234_cov_2.502793	Fukuivirus
NODE_10609_length_234_cov_1.491620	Felixounavirus
NODE_10610_length_234_cov_1.446927	Iaduovirus
NODE_10612_length_234_cov_1.256983	Kleczkowskavirus
NODE_10614_length_234_cov_1.251397	Saphexavirus
NODE_10615_length_234_cov_1.245810	Vicugna
NODE_10616_length_234_cov_1.234637	Nipunavirus
NODE_10617_length_234_cov_1.234637	Kleczkowskavirus
NODE_10618_length_234_cov_1.128492	Kuravirus
NODE_10620_length_234_cov_1.005587	Flaumdravirus
NODE_10622_length_234_cov_1.000000	Unaquatrovirus
NODE_10623_length_234_cov_0.994413	Faithunavirus
NODE_10624_length_234_cov_0.994413	Steinhofvirus
NODE_10625_length_234_cov_0.994413	Muvirus
NODE_10626_length_234_cov_0.977654	Apdecimavirus
NODE_10627_length_234_cov_0.960894	Saphexavirus
NODE_10628_length_234_cov_0.860335	Cheoctovirus
NODE_10630_length_234_cov_0.776536	Kratiovirus
NODE_10632_length_234_cov_0.748603	Phayoncevirus
NODE_10633_length_234_cov_0.748603	Yuavirus
NODE_10634_length_234_cov_0.743017	Aghbyvirus
NODE_10635_length_234_cov_0.743017	Bowservirus
NODE_10636_length_234_cov_0.743017	Kagunavirus
NODE_10637_length_234_cov_0.720670	Pamexvirus
NODE_10638_length_234_cov_0.709497	Faithunavirus
NODE_10639_length_233_cov_3.022472	Caeruleovirus
NODE_10640_length_233_cov_2.752809	Kuttervirus
NODE_10642_length_233_cov_2.432584	Caeruleovirus
NODE_10643_length_233_cov_2.426966	Caeruleovirus
NODE_10644_length_233_cov_2.275281	Gaprivervirus
NODE_10645_length_233_cov_2.258427	Bixzunavirus
NODE_10646_length_233_cov_2.011236	Slashvirus
NODE_10647_length_233_cov_1.994382	Demosthenesvirus
NODE_10648_length_233_cov_1.769663	Coopervirus
NODE_10650_length_233_cov_1.505618	Paundecimvirus
NODE_10652_length_233_cov_1.505618	Apdecimavirus
NODE_10655_length_233_cov_1.258427	Dhakavirus
NODE_10657_length_233_cov_1.247191	Phietavirus
NODE_10659_length_233_cov_1.235955	Bendigovirus
NODE_10660_length_233_cov_1.174157	Yuavirus
NODE_10661_length_233_cov_1.011236	Timquatrovirus
NODE_10666_length_233_cov_0.943820	Kostyavirus
NODE_10667_length_233_cov_0.926966	Anayavirus
NODE_10668_length_233_cov_0.910112	Charlievirus
NODE_10669_length_233_cov_0.910112	Tlsvirus
NODE_10670_length_233_cov_0.865169	Litunavirus
NODE_10671_length_233_cov_0.786517	Tinduovirus
NODE_10672_length_233_cov_0.764045	Gordtnkvirus
NODE_10673_length_233_cov_0.758427	Eapunavirus
NODE_10675_length_233_cov_0.752809	Pamexvirus
NODE_10676_length_233_cov_0.747191	Pegunavirus
NODE_10677_length_233_cov_0.741573	Titanvirus
NODE_10678_length_233_cov_0.707865	Bruynoghevirus
NODE_10679_length_233_cov_0.696629	Dhillonvirus
NODE_10681_length_232_cov_8.627119	Tequatrovirus
NODE_10682_length_232_cov_3.887006	Wphvirus
NODE_10683_length_232_cov_2.542373	Dhakavirus
NODE_10684_length_232_cov_1.700565	Coopervirus
NODE_10685_length_232_cov_1.694915	Pseudotevenvirus
NODE_10686_length_232_cov_1.525424	Kleczkowskavirus
NODE_10687_length_232_cov_1.372881	Pagevirus
NODE_10689_length_232_cov_1.271186	Kratiovirus
NODE_10690_length_232_cov_1.271186	Otagovirus
NODE_10692_length_232_cov_1.265537	Vendettavirus
NODE_10694_length_232_cov_1.259887	Gordtnkvirus
NODE_10695_length_232_cov_1.259887	Pseudotevenvirus
NODE_10696_length_232_cov_1.242938	Abouovirus
NODE_10697_length_232_cov_1.225989	Lederbergvirus
NODE_10699_length_232_cov_1.214689	Orchidvirus
NODE_10701_length_232_cov_1.152542	Pleetrevirus
NODE_10702_length_232_cov_1.050847	Gordtnkvirus
NODE_10703_length_232_cov_1.016949	Demosthenesvirus
NODE_10704_length_232_cov_1.016949	Nipunavirus
NODE_10705_length_232_cov_1.016949	Orchidvirus
NODE_10706_length_232_cov_1.016949	Benedictvirus
NODE_10709_length_232_cov_1.011299	Gordtnkvirus
NODE_10710_length_232_cov_1.005650	Benedictvirus
NODE_10711_length_232_cov_1.005650	Nonagvirus
NODE_10714_length_232_cov_0.994350	Faithunavirus
NODE_10715_length_232_cov_0.988701	Lumosvirus
NODE_10716_length_232_cov_0.983051	Drulisvirus
NODE_10717_length_232_cov_0.966102	Vequintavirus
NODE_10718_length_232_cov_0.949153	Cecivirus
NODE_10719_length_232_cov_0.932203	Luzseptimavirus
NODE_10721_length_232_cov_0.836158	Shuimuvirus
NODE_10722_length_232_cov_0.785311	Fromanvirus
NODE_10723_length_232_cov_0.762712	Mudcatvirus
NODE_10724_length_232_cov_0.762712	Woesvirus
NODE_10725_length_232_cov_0.757062	Montyvirus
NODE_10726_length_232_cov_0.757062	Timquatrovirus
NODE_10727_length_232_cov_0.757062	Vendettavirus
NODE_10728_length_232_cov_0.757062	Tinduovirus
NODE_10729_length_232_cov_0.751412	Otagovirus
NODE_10730_length_232_cov_0.700565	Pbunavirus
NODE_10731_length_232_cov_0.672316	Nipunavirus
NODE_10732_length_232_cov_0.666667	Smoothievirus
NODE_10733_length_232_cov_0.661017	Kostyavirus
NODE_10734_length_232_cov_0.644068	Leonardvirus
NODE_10735_length_231_cov_13.227273	Tequatrovirus
NODE_10736_length_231_cov_4.130682	Dhakavirus
NODE_10738_length_231_cov_2.011364	Jesfedecavirus
NODE_10739_length_231_cov_1.994318	Wphvirus
NODE_10740_length_231_cov_1.909091	Mooglevirus
NODE_10741_length_231_cov_1.789773	Jenstvirus
NODE_10742_length_231_cov_1.761364	Samistivirus
NODE_10743_length_231_cov_1.528409	Otagovirus
NODE_10744_length_231_cov_1.522727	Ceduovirus
NODE_10745_length_231_cov_1.443182	Phleivirus
NODE_10746_length_231_cov_1.357955	Chivirus
NODE_10749_length_231_cov_1.272727	Pseudotevenvirus
NODE_10750_length_231_cov_1.221591	Kostyavirus
NODE_10751_length_231_cov_1.170455	Seuratvirus
NODE_10752_length_231_cov_1.130682	Caeruleovirus
NODE_10754_length_231_cov_1.096591	Woodruffvirus
NODE_10755_length_231_cov_1.085227	Friunavirus
NODE_10757_length_231_cov_1.022727	Chivirus
NODE_10758_length_231_cov_1.017045	Bixzunavirus
NODE_10759_length_231_cov_1.000000	Vegasvirus
NODE_10760_length_231_cov_0.954545	Dongdastvirus
NODE_10761_length_231_cov_0.863636	Jujuvirus
NODE_10762_length_231_cov_0.767045	Alphatristromavirus
NODE_10763_length_231_cov_0.767045	Nankokuvirus
NODE_10764_length_231_cov_0.767045	Ravinvirus
NODE_10765_length_231_cov_0.767045	Pakpunavirus
NODE_10766_length_231_cov_0.732955	Pamexvirus
NODE_10769_length_230_cov_3.754286	Wphvirus
NODE_10770_length_230_cov_2.565714	Tequatrovirus
NODE_10771_length_230_cov_2.451429	Wphvirus
NODE_10772_length_230_cov_2.285714	Seunavirus
NODE_10773_length_230_cov_1.891429	Dongdastvirus
NODE_10774_length_230_cov_1.805714	Felixounavirus
NODE_10775_length_230_cov_1.760000	Teetrevirus
NODE_10776_length_230_cov_1.714286	Kuttervirus
NODE_10777_length_230_cov_1.691429	Slashvirus
NODE_10778_length_230_cov_1.680000	Otagovirus
NODE_10779_length_230_cov_1.525714	Nezavisimistyvirus
NODE_10780_length_230_cov_1.405714	Sokavirus
NODE_10781_length_230_cov_1.348571	Coopervirus
NODE_10782_length_230_cov_1.285714	Coopervirus
NODE_10784_length_230_cov_1.285714	Bantamvirus
NODE_10785_length_230_cov_1.262857	Punavirus
NODE_10786_length_230_cov_1.251429	Kostyavirus
NODE_10788_length_230_cov_1.217143	Fishburnevirus
NODE_10789_length_230_cov_1.097143	Kratiovirus
NODE_10790_length_230_cov_1.028571	Lederbergvirus
NODE_10792_length_230_cov_1.022857	Enhodamvirus
NODE_10793_length_230_cov_1.011429	Faithunavirus
NODE_10794_length_230_cov_1.011429	Berlinvirus
NODE_10795_length_230_cov_1.005714	Tequintavirus
NODE_10796_length_230_cov_0.994286	Kostyavirus
NODE_10797_length_230_cov_0.988571	Bixzunavirus
NODE_10798_length_230_cov_0.982857	Novosibovirus
NODE_10799_length_230_cov_0.977143	Bendigovirus
NODE_10800_length_230_cov_0.942857	Oslovirus
NODE_10801_length_230_cov_0.914286	Kostyavirus
NODE_10802_length_230_cov_0.891429	Orchidvirus
NODE_10803_length_230_cov_0.891429	Pakpunavirus
NODE_10805_length_230_cov_0.828571	Litunavirus
NODE_10806_length_230_cov_0.817143	Bruynoghevirus
NODE_10807_length_230_cov_0.771429	Fishburnevirus
NODE_10808_length_230_cov_0.771429	Steinhofvirus
NODE_10809_length_230_cov_0.771429	Coopervirus
NODE_10810_length_230_cov_0.771429	Yvonnevirus
NODE_10811_length_230_cov_0.771429	Tinduovirus
NODE_10813_length_230_cov_0.771429	Titanvirus
NODE_10814_length_230_cov_0.771429	Coopervirus
NODE_10815_length_230_cov_0.771429	Bendigovirus
NODE_10816_length_230_cov_0.771429	Woodruffvirus
NODE_10817_length_230_cov_0.765714	Terapinvirus
NODE_10818_length_230_cov_0.765714	Smoothievirus
NODE_10819_length_230_cov_0.765714	Foxborovirus
NODE_10820_length_230_cov_0.760000	Rerduovirus
NODE_10821_length_230_cov_0.760000	Omegavirus
NODE_10822_length_230_cov_0.754286	Gamtrevirus
NODE_10823_length_230_cov_0.720000	Novosibovirus
NODE_10824_length_230_cov_0.685714	Demosthenesvirus
NODE_10825_length_229_cov_2.816092	Eldridgevirus
NODE_10827_length_229_cov_1.804598	Gaprivervirus
NODE_10828_length_229_cov_1.804598	Tequatrovirus
NODE_10830_length_229_cov_1.528736	Rudivirus
NODE_10831_length_229_cov_1.522989	Bottigliavirus
NODE_10832_length_229_cov_1.517241	Jenstvirus
NODE_10833_length_229_cov_1.477011	Litunavirus
NODE_10835_length_229_cov_1.287356	Pahexavirus
NODE_10836_length_229_cov_1.281609	Citrovirus
NODE_10837_length_229_cov_1.264368	Coopervirus
NODE_10838_length_229_cov_1.264368	Colunavirus
NODE_10839_length_229_cov_1.252874	Faithunavirus
NODE_10840_length_229_cov_1.252874	Felixounavirus
NODE_10842_length_229_cov_1.183908	Phimunavirus
NODE_10843_length_229_cov_1.091954	Nonagvirus
NODE_10845_length_229_cov_1.034483	Berlinvirus
NODE_10846_length_229_cov_1.028736	Litunavirus
NODE_10847_length_229_cov_1.028736	Nipunavirus
NODE_10848_length_229_cov_1.022989	Halcyonevirus
NODE_10849_length_229_cov_1.017241	Flaumdravirus
NODE_10850_length_229_cov_0.942529	Terapinvirus
NODE_10851_length_229_cov_0.931034	Fionnbharthvirus
NODE_10853_length_229_cov_0.896552	Coopervirus
NODE_10854_length_229_cov_0.873563	Litunavirus
NODE_10855_length_229_cov_0.816092	Backyardiganvirus
NODE_10857_length_229_cov_0.775862	Montyvirus
NODE_10860_length_229_cov_0.775862	Fengtaivirus
NODE_10861_length_229_cov_0.770115	Oneupvirus
NODE_10862_length_229_cov_0.770115	Avocadovirus
NODE_10863_length_229_cov_0.764368	Septimatrevirus
NODE_10864_length_229_cov_0.706897	Litunavirus
NODE_10865_length_229_cov_0.689655	Pleeduovirus
NODE_10866_length_229_cov_0.551724	Fromanvirus
NODE_10868_length_228_cov_2.583815	Moonvirus
NODE_10869_length_228_cov_2.531792	Epseptimavirus
NODE_10870_length_228_cov_1.901734	Wphvirus
NODE_10871_length_228_cov_1.809249	Lilyvirus
NODE_10872_length_228_cov_1.803468	Jenstvirus
NODE_10873_length_228_cov_1.705202	Gordtnkvirus
NODE_10874_length_228_cov_1.682081	Tequintavirus
NODE_10875_length_228_cov_1.560694	Obolenskvirus
NODE_10877_length_228_cov_1.543353	Kotilavirus
NODE_10878_length_228_cov_1.531792	Novosibovirus
NODE_10879_length_228_cov_1.520231	Lumosvirus
NODE_10880_length_228_cov_1.416185	Kayfunavirus
NODE_10881_length_228_cov_1.404624	Drulisvirus
NODE_10884_length_228_cov_1.300578	Friunavirus
NODE_10885_length_228_cov_1.300578	Lilyvirus
NODE_10887_length_228_cov_1.294798	Bantamvirus
NODE_10888_length_228_cov_1.294798	Emalynvirus
NODE_10890_length_228_cov_1.289017	Fengtaivirus
NODE_10891_length_228_cov_1.283237	Dongdastvirus
NODE_10894_length_228_cov_1.231214	Pakpunavirus
NODE_10896_length_228_cov_1.202312	Kuttervirus
NODE_10897_length_228_cov_1.132948	Litunavirus
NODE_10898_length_228_cov_1.127168	Teetrevirus
NODE_10899_length_228_cov_1.069364	Johnsonvirus
NODE_10901_length_228_cov_1.040462	Chertseyvirus
NODE_10903_length_228_cov_1.034682	Abidjanvirus
NODE_10907_length_228_cov_0.982659	Kostyavirus
NODE_10910_length_228_cov_0.843931	Charlievirus
NODE_10911_length_228_cov_0.815029	Saltrevirus
NODE_10912_length_228_cov_0.809249	Pegunavirus
NODE_10913_length_228_cov_0.780347	Luzseptimavirus
NODE_10915_length_228_cov_0.780347	Orchidvirus
NODE_10916_length_228_cov_0.751445	Lederbergvirus
NODE_10917_length_228_cov_0.745665	Tinduovirus
NODE_10918_length_228_cov_0.716763	Dhillonvirus
NODE_10919_length_228_cov_0.716763	Luchadorvirus
NODE_10920_length_228_cov_0.682081	Enhodamvirus
NODE_10921_length_228_cov_0.664740	Nymphadoravirus
NODE_10922_length_228_cov_0.653179	Fromanvirus
NODE_10923_length_228_cov_0.468208	Dexdertvirus
NODE_10924_length_227_cov_2.936047	Pseudotevenvirus
NODE_10925_length_227_cov_2.604651	Pseudotevenvirus
NODE_10926_length_227_cov_2.593023	Caeruleovirus
NODE_10927_length_227_cov_2.534884	Libanvirus
NODE_10928_length_227_cov_2.430233	Wphvirus
NODE_10929_length_227_cov_2.354651	Derbicusvirus
NODE_10930_length_227_cov_2.087209	Certrevirus
NODE_10931_length_227_cov_2.005814	Iaduovirus
NODE_10932_length_227_cov_1.808140	Nankokuvirus
NODE_10933_length_227_cov_1.563953	Tlsvirus
NODE_10934_length_227_cov_1.563953	Gorjumvirus
NODE_10935_length_227_cov_1.558140	Efquatrovirus
NODE_10936_length_227_cov_1.470930	Gorjumvirus
NODE_10937_length_227_cov_1.325581	Jesfedecavirus
NODE_10938_length_227_cov_1.308140	Harrisonvirus
NODE_10939_length_227_cov_1.302326	Bruynoghevirus
NODE_10941_length_227_cov_1.284884	Chivirus
NODE_10942_length_227_cov_1.255814	Soupsvirus
NODE_10943_length_227_cov_1.139535	Charlievirus
NODE_10945_length_227_cov_1.046512	Lumosvirus
NODE_10946_length_227_cov_1.046512	Dhillonvirus
NODE_10948_length_227_cov_1.040698	Bowservirus
NODE_10951_length_227_cov_1.034884	Muvirus
NODE_10952_length_227_cov_1.034884	Dongdastvirus
NODE_10953_length_227_cov_1.023256	Samistivirus
NODE_10955_length_227_cov_1.011628	Baylorvirus
NODE_10956_length_227_cov_1.011628	Teetrevirus
NODE_10957_length_227_cov_1.000000	Kratiovirus
NODE_10958_length_227_cov_1.000000	Kratiovirus
NODE_10960_length_227_cov_0.982558	Tlsvirus
NODE_10961_length_227_cov_0.976744	Woodruffvirus
NODE_10962_length_227_cov_0.976744	Bowservirus
NODE_10963_length_227_cov_0.936047	Lumosvirus
NODE_10964_length_227_cov_0.918605	Unaquatrovirus
NODE_10966_length_227_cov_0.895349	Teetrevirus
NODE_10967_length_227_cov_0.895349	Bixzunavirus
NODE_10968_length_227_cov_0.883721	Pbunavirus
NODE_10969_length_227_cov_0.866279	Zindervirus
NODE_10970_length_227_cov_0.854651	Turbidovirus
NODE_10971_length_227_cov_0.813953	Dexdertvirus
NODE_10972_length_227_cov_0.784884	Fengtaivirus
NODE_10973_length_227_cov_0.784884	Kratiovirus
NODE_10974_length_227_cov_0.784884	Vendettavirus
